N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750004046;75056;BD;;ARAGO;Bd. Arago;Boulevard Arago;750560402;O;O;0380;"{""coordinates"": [[[2.351130851002398, 48.83656662072843], [2.3509687698080093, 48.83649295556533], [2.3501707597823924, 48.836248815444925], [2.349586713109469, 48.83607191012938], [2.3485503634051237, 48.83573640903081], [2.3483145359619133, 48.83566000015182], [2.348002960481149, 48.835559650442164], [2.346414081913121, 48.835047952942396], [2.3462728173373737, 48.8350023743755], [2.3459240249128968, 48.83498384720094], [2.3454919787347652, 48.834982661987176], [2.3449897268404047, 48.83496002754208], [2.3415852333855716, 48.83481391260565], [2.3382194393553677, 48.83465566534673], [2.3369950688987178, 48.83461637256298], [2.336191678390384, 48.834568827746104], [2.3349595058633175, 48.8345177160287], [2.3331597154958277, 48.834458742648366]], [[2.351761637658712, 48.836775411419005], [2.35161771026031, 48.836767913057564], [2.3512010034967346, 48.83661679923805], [2.351130851002398, 48.83656662072843]], [[2.351761637658712, 48.836775411419005], [2.3517099195783064, 48.83669442190961], [2.3512423329211423, 48.836553797877535], [2.351130851002398, 48.83656662072843]], [[2.351869254196643, 48.836796266325294], [2.351844306534622, 48.83678874733897], [2.3518184268894546, 48.83678277020855], [2.3517918191600082, 48.83677837201317], [2.3517647141558133, 48.83677561695891], [2.351761637658712, 48.836775411419005]]], ""type"": ""MultiLineString""}";3723;P;750001537;;48.83514739456598, 2.342927368610454
750004667;75056;PL;;JACQUES RUEFF;Pl. Jacques Rueff;Place Jacques Rueff;750564803;O;O;4729;"{""coordinates"": [[[2.2973571515647597, 48.85586942347928], [2.2976059986644755, 48.8557032352894]], [[2.298450470305462, 48.856301809827876], [2.2982357161050726, 48.85644427674754]]], ""type"": ""MultiLineString""}";3747;P;750001537;;48.856057814517335, 2.2978802180512843
750001379;75056;RUE;;JADIN;R. Jadin;Rue Jadin;750564810;O;O;4726;"{""coordinates"": [[2.3061130763112723, 48.88081098173035], [2.3054446006670246, 48.88139055849694], [2.3052714852343503, 48.88156084148651]], ""type"": ""LineString""}";3751;P;750001537;;48.881181513070025, 2.3056882181417335
750003860;75056;PAS;;CHARLES ALBERT;Pas. Charles Albert;Passage Charles Albert;750561799;O;O;1806;"{""coordinates"": [[2.331257398912109, 48.89602630454849], [2.3319925012417673, 48.897015486967064], [2.332074827139718, 48.89713598738897], [2.332029319318679, 48.89715657081711]], ""type"": ""LineString""}";3796;O;750001537;;48.896599456139704, 2.331681646827187
750001091;75056;RUE;;MARMONTEL;R. Marmontel;Rue Marmontel;750566105;O;O;6023;"{""coordinates"": [[2.301060297613662, 48.837374893247684], [2.300120446855368, 48.83719438902226], [2.2998601305039883, 48.836997360112925], [2.2997293050834196, 48.8368872126399], [2.299535820535013, 48.83675490630027], [2.299134159717049, 48.83646250585838]], ""type"": ""LineString""}";3801;P;750001537;;48.837026304395195, 2.3000504220092326
750003148;75056;RUE;DES;MARMOUSETS;R. des Marmousets;Rue des Marmousets;750566107;O;O;6025;"{""coordinates"": [[2.3502157459958584, 48.835846646645535], [2.3501707597823924, 48.836248815444925]], ""type"": ""LineString""}";3802;P;750001537;;48.83604773104523, 2.3501932528891256
750005173;75056;QU;DE LA;MARNE;Qu. de la Marne;Quai de la Marne;750566109;O;O;6027;"{""coordinates"": [[2.3796237944569474, 48.88818445510444], [2.3801770613546176, 48.888455516401365], [2.3808278619622283, 48.88878236077717], [2.3825955958048834, 48.88965744564604], [2.383076987550223, 48.889896835016714], [2.3835565459982457, 48.89013593414974], [2.384819120826191, 48.89076226605564], [2.386085998832329, 48.89139402909534], [2.386432274450601, 48.89155859872335]], ""type"": ""LineString""}";3803;P;750001537;;48.889872962470136, 2.3830273447475054
750005148;75056;PAS;DU;PLATEAU;Pas. du Plateau;Passage du Plateau;750567527;O;O;7482;"{""coordinates"": [[2.3849036077787296, 48.87800312278112], [2.385118501792907, 48.87901408478528]], ""type"": ""LineString""}";3815;P;750001537;;48.8785086037832, 2.385011054785818
750002850;75056;RUE;;PLICHON;R. Plichon;Rue Plichon;750567540;O;O;7496;"{""coordinates"": [[2.385291057187785, 48.86231283089385], [2.385360455175887, 48.86240724966743], [2.384843388483025, 48.86330737158011]], ""type"": ""LineString""}";3822;P;750001537;;48.86280687122981, 2.3851246259163514
750002971;75056;PAS;;ORMEAUX-GRANDS CHAMPS;Pas. Ormeaux-Grands Champs;Passage Ormeaux-Grands Champs;750566943;O;O;6865;"{""coordinates"": [[2.400823087721063, 48.850734097993076], [2.4010093307309814, 48.85083073051224], [2.400724273692017, 48.85144741820478], [2.400623913289953, 48.85152008669304]], ""type"": ""LineString""}";3873;V;750001537;;48.85110736375088, 2.400853465672327
750001145;75056;IMP;DE;MALAKOFF;Imp. de Malakoff;Impasse de Malakoff;750565940;O;O;5868;"{""coordinates"": [[2.2826172749343288, 48.87663270506876], [2.282705499647895, 48.87658555963461], [2.282761571048148, 48.87655940099111], [2.282798941742871, 48.876548643928814], [2.2829039461950043, 48.87659488759865], [2.282943631779456, 48.87660415471205], [2.282978656062516, 48.876596459287846], [2.283055759131806, 48.87655492182715], [2.2830955110952504, 48.876497952766755], [2.2830233304316927, 48.87643845170373], [2.282848172623487, 48.87631919299525], [2.2825090689908905, 48.87611319022382]], ""type"": ""LineString""}";3889;P;750001537;;48.876420565283475, 2.282832782359407
750001396;75056;RUE;;GUICHARD;R. Guichard;Rue Guichard;750564380;O;O;4340;"{""coordinates"": [[2.2768597614593817, 48.858011216595365], [2.277152305945804, 48.85909913755268]], ""type"": ""LineString""}";3907;P;750001537;;48.858555177074024, 2.277006033702593
750001106;75056;RUE;;MAURICE NOGUES;R. Maurice Noguès;Rue Maurice Noguès;750566206;O;O;6122;"{""coordinates"": [[2.3055891999199254, 48.82646387469039], [2.3055780955051297, 48.826388415185924], [2.305458221340725, 48.82616692122737], [2.3052514589978146, 48.825784832627136], [2.305204894208347, 48.825751635775646], [2.305114592799116, 48.825729579924555], [2.304934099851519, 48.82573752480443]], ""type"": ""LineString""}";3917;P;750001537;;48.82600589886448, 2.3053305990299067
750006585;75056;AV;DU;NOUVEAU CONSERVATOIRE;Av. du Nouveau Conservatoire;Avenue du Nouveau Conservatoire;750566842;O;O;6784;"{""coordinates"": [[2.3906564910945938, 48.88842451610234], [2.389583785052854, 48.8893424216946], [2.3894775557569137, 48.88939047042959]], ""type"": ""LineString""}";3921;V;750001537;;48.88892031134081, 2.3900751723274425
750003709;75056;AV;DE;CORBERA;Av. de Corbera;Avenue de Corbera;750562320;O;O;2321;"{""coordinates"": [[2.3810306876952434, 48.845338091591444], [2.3823929232068464, 48.84592351744787]], ""type"": ""LineString""}";3950;P;750001537;;48.84563080451966, 2.3817118054510447
750003450;75056;RUE;DU;GENERAL DE LANGLE DE CARY;R. du Général de Langle de Cary;Rue du Général de Langle de Cary;750564030;O;O;4061;"{""coordinates"": [[[2.393318798604512, 48.827163781877736], [2.393156382608777, 48.827342184513924], [2.392980388047362, 48.82756709640463], [2.392911604326848, 48.82768475370347], [2.3928179906979348, 48.8277717602494], [2.392596007896413, 48.82791935295621], [2.392288947820335, 48.828107353365816], [2.3916585792827383, 48.82847439232525], [2.3912128015495546, 48.82874276243604], [2.3908750024882064, 48.828984205098905], [2.3907126791257305, 48.82913949086613], [2.3906584674321443, 48.82918924661194], [2.390532377192372, 48.82930495558042], [2.390483016853079, 48.829375493415114]], [[2.3906584674321443, 48.82918924661194], [2.390678098227767, 48.82930218155498], [2.3907115370919096, 48.82941436840295], [2.390747122547424, 48.82948159768916]]], ""type"": ""MultiLineString""}";3981;P;750001537;;48.82837870659756, 2.391833379262536
750001486;75056;RUE;DU;GENERAL DE MAUD'HUY;R. du Général de Maud'huy;Rue du Général de Maud'huy;750564031;O;O;4019;"{""coordinates"": [[2.3168272628532427, 48.8250935522953], [2.3166587042083076, 48.824749349811334], [2.3162623046847393, 48.82395999109751]], ""type"": ""LineString""}";3982;P;750001537;;48.82452617737381, 2.3165459821739294
750001478;75056;AV;DU;GENERAL BALFOURIER;Av. du Général Balfourier;Avenue du Général Balfourier;750564012;O;O;4006;"{""coordinates"": [[[2.2602520468446836, 48.844936251889195], [2.2601602934574356, 48.844938652419245], [2.260098018149999, 48.844889890174024], [2.258965812350348, 48.844919783530116], [2.258912016059477, 48.84497531015765]], [[2.2601602934574356, 48.844938652419245], [2.2601051336518734, 48.84498953039428], [2.2589699961543497, 48.84502133032046], [2.258912016059477, 48.84497531015765], [2.258730340668128, 48.84497587541497]]], ""type"": ""MultiLineString""}";4000;V;750001537;;48.844955939533484, 2.2595115132718324
750008394;75056;PL;DU;PROFESSEUR CHRISTIAN CABROL;Pl. du professeur Christian Cabrol;Place du professeur Christian Cabrol;;N;O;M034;"{""coordinates"": [[2.368675401421806, 48.827061635173266], [2.368679047347424, 48.827208252282446], [2.3690090778740953, 48.82730002131688]], ""type"": ""LineString""}";4011;P;750001537;;48.82721840368637, 2.3687940458677867
750008234;75056;RUE;;PIERRE MAUROY;R. Pierre Mauroy;Rue Pierre Mauroy;75056T357;O;O;7361;"{""coordinates"": [[[2.3590245656684043, 48.895348008034745], [2.3581494919612678, 48.89535306073209]], [[2.358095514887632, 48.896092506027955], [2.358075617936361, 48.89640640534929]], [[2.358121199549008, 48.89566980208579], [2.358095514887632, 48.896092506027955]], [[2.3581494919612678, 48.89535306073209], [2.358121199549008, 48.89566980208579]], [[2.358075617936361, 48.89640640534929], [2.3580435237956876, 48.896882044461684]], [[2.358043911786992, 48.8969844248713], [2.35801477409844, 48.897526656033165]], [[2.3580435237956876, 48.896882044461684], [2.358043911786992, 48.8969844248713]], [[2.35801477409844, 48.897526656033165], [2.357995552155512, 48.89788417542686], [2.3579647093834297, 48.89838208767078]]], ""type"": ""MultiLineString""}";4024;P;750001537;;48.89652776120585, 2.358171423741797
750008052;75056;RUE;;LOUISE HERVIEU;R. Louise Hervieu;Rue Louise Hervieu;750565803;O;O;5726;"{""coordinates"": [[2.385189496717397, 48.8425266562035], [2.3847890479455454, 48.842161283145195]], ""type"": ""LineString""}";4030;P;750001537;;48.842343969674346, 2.384989272331471
750000265;75056;PL;;SAINT-JEAN;Pl. Saint-Jean;Place Saint-Jean;750568650;O;O;8874;"{""coordinates"": [[2.3248497186489203, 48.88882128651369], [2.3249035444847745, 48.88884146513726], [2.3249684039820604, 48.88884476260898], [2.3250696712913017, 48.88884214084964], [2.3249924762317034, 48.888920387861894], [2.3248902545652133, 48.88886512345996], [2.3248497186489203, 48.88882128651369]], ""type"": ""LineString""}";4052;P;750001537;;48.88886141781665, 2.3249598044171433
750005677;75056;RUE;;PAUL LELONG;R. Paul Lelong;Rue Paul Lelong;750567167;O;O;7103;"{""coordinates"": [[2.3437868561071356, 48.86778103209105], [2.343676164717903, 48.86777867143704], [2.3416467975672046, 48.86761381027278], [2.341525789133066, 48.86759834140674], [2.341460246719252, 48.86760147924714], [2.3409064202342886, 48.86769556880772], [2.340829819287474, 48.867708610129455]], ""type"": ""LineString""}";4081;P;750001537;;48.86768466849123, 2.342305348148858
750002919;75056;RUE;DE;PATAY;R. de Patay;Rue de Patay;750567098;O;O;7024;"{""coordinates"": [[2.3767415108472654, 48.824190908440954], [2.376612731263243, 48.824271360812446], [2.3766093411065654, 48.82427351962712], [2.3765400473830303, 48.82431832499046], [2.376514512875729, 48.824335028160874], [2.3765121377960914, 48.824336589683874], [2.3763739739195815, 48.82442377415005], [2.375151426534745, 48.825219868432725], [2.374910564378856, 48.8253767016821], [2.374722144097562, 48.82549590002257], [2.3745906968733275, 48.82557905231786], [2.3734783845739282, 48.82630962842345], [2.373211050936405, 48.82648530523984], [2.371382932140304, 48.82767511388179], [2.370714184305986, 48.82810418608216], [2.3699109432267886, 48.82863634246461]], ""type"": ""LineString""}";4095;P;750001537;;48.82640979249409, 2.373323742673101
750000374;75056;ALL;;FORTUNEE;All. Fortunée;Allée Fortunée;75056Z051;N;O;Z051;"{""coordinates"": [[2.2749630010031847, 48.87632161721316], [2.2748891381316394, 48.87611039083546], [2.2745560391299806, 48.875596025848495], [2.2739097367507957, 48.874633011110504], [2.2728315726399817, 48.873009192229524], [2.272330527676866, 48.8722464427768], [2.2715335439494595, 48.8710529012704], [2.2713063102409463, 48.87070953219586], [2.270983654659829, 48.87017478471464], [2.270916820487356, 48.87010016341295], [2.2706652399505627, 48.86974266859212], [2.270538334901089, 48.86964605165694]], ""type"": ""LineString""}";4118;P;750001537;;48.87295186408215, 2.272795833251034
750004583;75056;RUE;DE;LUYNES;R. de Luynes;Rue de Luynes;750565858;O;O;5788;"{""coordinates"": [[2.326884091577555, 48.85559380241623], [2.3262948081195796, 48.85502586221992], [2.326006103603908, 48.85475002303352]], ""type"": ""LineString""}";4173;P;750001537;;48.85517149219777, 2.3264455011288154
750000716;75056;SQ;DU;THIMERAIS;Sq. du Thimerais;Square du Thimerais;750569279;O;O;9259;"{""coordinates"": [[[2.2964702999413946, 48.887417413119536], [2.2954225519640308, 48.88682647073847]], [[2.2975069374963173, 48.88810986910626], [2.2974319696540015, 48.88805743893252], [2.2973876613629662, 48.88804427354307], [2.296758663564007, 48.88758810047402], [2.296715528006816, 48.88753560496077]]], ""type"": ""MultiLineString""}";4186;V;750001537;;48.88744233410207, 2.296466279324748
750008159;75056;PL;;NOEL VEG;Pl. Noël Veg;Place Noël Veg;75056T296;O;O;6736;"{""coordinates"": [[2.3306888076946253, 48.895950552868506], [2.33075479937074, 48.896044747841486], [2.3305934068391583, 48.89609840761688]], ""type"": ""LineString""}";4196;P;750001537;;48.89604175392354, 2.3306933464272137
750008241;75056;ALL;;JACQUES DERRIDA;All. Jacques Derrida;Allée Jacques Derrida;75056T364;O;O;5015;"{""coordinates"": [[2.3278452120333637, 48.84801249619901], [2.3280269895218777, 48.847380097586196], [2.328219420526887, 48.84671056059536]], ""type"": ""LineString""}";4211;P;750001537;;48.84736152978915, 2.3280323211230134
750008272;75056;PL;;CHEIKHA REMITTI;Pl. Cheikha Remitti;Place Cheikha Remitti;75056T392;O;O;1953;"{""coordinates"": [[2.35515402494437, 48.885080804402854], [2.3551169592258527, 48.88500820888466], [2.3546720429924943, 48.885023924141]], ""type"": ""LineString""}";4220;P;750001537;;48.88502046779074, 2.354931795883234
750008217;75056;ALL;;JEAN-FRANCOIS DIVRY;All. Jean-François Divry;Allée Jean-François Divry;75056T340;O;O;5012;"{""coordinates"": [[2.310468690089534, 48.8914957841883], [2.3099253972895073, 48.8911389222356]], ""type"": ""LineString""}";4230;D;750001537;;48.891317353211946, 2.310197043689521
750000846;75056;RUE;;ROUELLE;R. Rouelle;Rue Rouelle;750568384;O;O;8349;"{""coordinates"": [[2.28712873816571, 48.8504645748816], [2.2871721270588603, 48.85043782553446], [2.2883151862020714, 48.85000473394545], [2.2883770871599105, 48.849987474623624], [2.288428112166161, 48.849957316680225], [2.2886553569470247, 48.849874208806696], [2.289682037476691, 48.849481243183746], [2.289873866177299, 48.84940269833457], [2.2900645797524195, 48.84933294233032], [2.29080920593371, 48.84905514726446], [2.290909005252551, 48.849003656660265]], ""type"": ""LineString""}";4239;P;750001537;;48.84973452365546, 2.2890187403197912
750000813;75056;VLA;;SCHEFFER;Vla. Scheffer;Villa Scheffer;750568873;O;O;8502;"{""coordinates"": [[2.2806384985753367, 48.863012219019176], [2.2802162604184297, 48.86275481255639], [2.280111610669288, 48.86272651899378], [2.279930974567165, 48.86276087578856], [2.2791776473712835, 48.8631269642502]], ""type"": ""LineString""}";4295;V;750001537;;48.862889301292284, 2.2799136499870483
750000626;75056;RUE;;WEBER;R. Weber;Rue Weber;750569957;O;O;9942;"{""coordinates"": [[2.2828463247327546, 48.87438883263524], [2.281355649624921, 48.875389378495996], [2.2812376503486673, 48.875740672794386], [2.2812247548975897, 48.87587385095127]], ""type"": ""LineString""}";4299;P;750001537;;48.87505144523903, 2.281920768326057
750004264;75056;CITE;DE;VARENNE;Cité de Varenne;Cité de Varenne;750569596;O;O;9652;"{""coordinates"": [[2.3217747745520088, 48.85450720219841], [2.321540707185645, 48.853868150868], [2.3214292898605122, 48.853256181436734]], ""type"": ""LineString""}";4323;V;750001537;;48.85388897678911, 2.321575251279444
750003100;75056;RUE;;MENDELSSOHN;R. Mendelssohn;Rue Mendelssohn;750566263;O;O;6179;"{""coordinates"": [[[2.410603270250972, 48.85577753214126], [2.4108386255702663, 48.855599514334024], [2.4111937759488944, 48.85532876934264], [2.4114822151662927, 48.85510820249558], [2.412097222866079, 48.854641397725445]], [[2.4101725447673203, 48.855907029168], [2.410434919940098, 48.855798422020534], [2.410603270250972, 48.85577753214126]], [[2.410268318253196, 48.856003173694816], [2.4105167578612514, 48.85589638632321], [2.410603270250972, 48.85577753214126]]], ""type"": ""MultiLineString""}";4346;P;750001537;;48.8554180686897, 2.4110542641167245
750008286;75056;ESPL;DES;OUVRIERS DE LA TOUR EIFFEL;Espl. des Ouvriers de la Tour Eiffel;Esplanade des Ouvriers de la Tour Eiffel;75056T396;O;O;6889;"{""coordinates"": [[2.293394689415616, 48.858965993063606], [2.2952129017189717, 48.857813660130496]], ""type"": ""LineString""}";4369;P;750001537;;48.85838982659705, 2.294303795567294
750000371;75056;ALL;DE L';ESPERANCE;All. de l'Espérance;Allée de l'Espérance;75056Z041;N;O;Z041;"{""coordinates"": [[2.2401732548926256, 48.863366180614946], [2.239946965124002, 48.863143627739284], [2.239894666226236, 48.86311532557177], [2.2396997848866183, 48.86299271038724], [2.2395504332346285, 48.862879377756514], [2.239305495707602, 48.86265251403849], [2.23912020681683, 48.86246784016329], [2.238913795796682, 48.86219887869689], [2.238797438325162, 48.862040535113806], [2.2387563072604304, 48.861933708518464], [2.2386937020479865, 48.861826340579626], [2.2385348755925643, 48.86149432115459], [2.238339311660946, 48.861192465928696], [2.238180090090938, 48.86099215446408], [2.2380423137880623, 48.860791628539836], [2.2379232694350844, 48.86058720156567], [2.237776737729079, 48.86023899857654], [2.2376914505913836, 48.85994752135747], [2.2376222490979156, 48.859604748029106], [2.2375926928482506, 48.85937321723229], [2.2375952368881835, 48.85925897866697], [2.2376194238089435, 48.85915417736569], [2.237718430807874, 48.858831083138305], [2.237839055356906, 48.85853210339977], [2.2379221845400066, 48.85841283790762], [2.2380606123329847, 48.858265450679426], [2.2385099324292566, 48.85779757594774], [2.2387049278704096, 48.85761796399395], [2.238823122813414, 48.85754348426687], [2.2388928161173656, 48.85752731635101], [2.2389462820527286, 48.8575004956745], [2.239139999161438, 48.85733824153155], [2.239170206172967, 48.85730345740455], [2.239326653346548, 48.856938969198616], [2.239349409856084, 48.85686274899631], [2.239352160512012, 48.85674342108208], [2.2393423644600845, 48.85661247457668], [2.2393100849588192, 48.85642516596226], [2.2392854656683743, 48.8561715599992], [2.23927917198893, 48.85553843122118], [2.239269515796064, 48.85534285718371], [2.2392046439389355, 48.85512237042924], [2.239179946124005, 48.854906887682084], [2.2392285265520013, 48.85446772225103], [2.23922162169716, 48.85415281083867], [2.2391822021653676, 48.85375832364288], [2.239117654216223, 48.85337208556476], [2.239008086732381, 48.85290129942841], [2.2390032682994505, 48.85279356973948], [2.2390236603033453, 48.8526477323626], [2.2391401121175067, 48.85217382351018], [2.2391603863711382, 48.852082675750424], [2.2391764010501922, 48.85204337634618], [2.239228904025073, 48.85202610958875], [2.2392159326349637, 48.85195684785028], [2.2392163011287267, 48.85176639135379], [2.239219111799172, 48.851656956309924], [2.239262842520703, 48.851446135003386], [2.239342021054908, 48.85120813529481], [2.239427641167347, 48.85102641386366], [2.2395786233511767, 48.85074643818788], [2.2397042491552743, 48.85043798005136], [2.239874774602803, 48.85037352662538], [2.2402620973869407, 48.85026098457253], [2.2405508394198206, 48.850178996642285], [2.240760876106434, 48.85009260533996], [2.240964422116845, 48.849980234722224], [2.241259988880144, 48.849759731754695], [2.241640347044392, 48.84938078419863], [2.2418741739926933, 48.84908165222217], [2.2420567227175408, 48.8489218128658]], ""type"": ""LineString""}";4408;P;750001537;;48.855998062657896, 2.2391989271442068
750000061;75056;VOIE;;AZ/14;Voie Az/14;Voie Az/14;75056A894;N;O;Y715;"{""coordinates"": [[2.3294162514656893, 48.8193624069125], [2.3288324484035616, 48.8195157050452], [2.3279982175249243, 48.8197185971992], [2.326130310889952, 48.82013732456182], [2.3256187854097083, 48.82027783834565]], ""type"": ""LineString""}";4411;P;750001537;;48.81982209272792, 2.327517900166787
750004117;75056;VOIE;;A/6;Voie A/6;Voie A/6;75056X006;O;O;Y006;"{""coordinates"": [[2.325079546819555, 48.84355256474233], [2.325293936550238, 48.844144143612965]], ""type"": ""LineString""}";4423;V;750001537;;48.84384835417765, 2.3251867416848966
750002268;75056;VOIE;;A/12;Voie A/12;Voie A/12;75056X012;O;O;Y012;"{""coordinates"": [[2.3899526317544613, 48.84449170309101], [2.3911879651999666, 48.845091949541874]], ""type"": ""LineString""}";4426;V;750001537;;48.84479182631644, 2.390570298477214
750005130;75056;PL;;SKANDERBEG;Pl. Skanderbeg;Place Skanderbeg;750568996;O;O;8618;"{""coordinates"": [[[2.3715912957516894, 48.900771437479676], [2.371572515184864, 48.900836737002436], [2.3715018275089954, 48.90097802590121], [2.371397956858586, 48.901086072845786]], [[2.371767013026173, 48.901009148485784], [2.371707764954313, 48.90095423139846], [2.3716606116939984, 48.90082851184793], [2.3715912957516894, 48.900771437479676]], [[2.371767013026173, 48.901009148485784], [2.371397956858586, 48.901086072845786]], [[2.371767013026173, 48.901009148485784], [2.3719949109773912, 48.90124214160551], [2.3718774332866492, 48.90118235976117], [2.3717053690803747, 48.901134657009116], [2.3714910637225457, 48.90111482688607], [2.371397956858586, 48.901086072845786], [2.371282073880537, 48.90115975683618], [2.371155923599417, 48.90119917693699], [2.370998254490359, 48.901224581958715], [2.3708379788207123, 48.90121959428693], [2.370629917920093, 48.901163912835536], [2.370447346415227, 48.9010636061857], [2.3702966579732996, 48.90098442987171], [2.3703193979807686, 48.90089077803017], [2.3703256352808353, 48.900783360858654], [2.3703178100441544, 48.900657802534475], [2.370309269112804, 48.90052036949218], [2.370361932394979, 48.900442864723054], [2.370466508803227, 48.90034759257428], [2.3706786805373317, 48.900245736195615], [2.3708168213288485, 48.90020612775694], [2.371096001675758, 48.90020870922557], [2.371209825356592, 48.90023873241498], [2.3713769701767893, 48.90031511621001], [2.3715032016480384, 48.90041678960695], [2.3715612428164157, 48.900513986217625], [2.3715936645418534, 48.90064526724798], [2.3715912957516894, 48.900771437479676]], [[2.3708379788207123, 48.90121959428693], [2.3704620019743876, 48.90131809889221], [2.370241749703878, 48.90142561396845], [2.370165011522782, 48.90152093331229]]], ""type"": ""MultiLineString""}";4433;P;750001537;;48.90088587429286, 2.3710826449066635
750000986;75056;RUE;DU;PASTEUR MARC BOEGNER;R. du Pasteur Marc Boegner;Rue du Pasteur Marc Boegner;750567093;O;O;7021;"{""coordinates"": [[2.2815699918157093, 48.86349566757116], [2.281469428933429, 48.86340809645173], [2.2810037147338447, 48.862878026843], [2.2809770077003413, 48.86282101827761]], ""type"": ""LineString""}";4446;P;750001537;;48.863168231861174, 2.2812612485533443
750001247;75056;RUE;;LE NOTRE;R. Le Nôtre;Rue Le Nôtre;750565517;O;O;5452;"{""coordinates"": [[2.28906347414864, 48.85876346361806], [2.288344951385604, 48.85920289875784], [2.2877150088592915, 48.85961271037602]], ""type"": ""LineString""}";4470;P;750001537;;48.859183406069405, 2.2883862883238764
750008120;75056;RUE;;DU BASTION;R. du Bastion;Rue du Bastion;750560712;O;O;0706;"{""coordinates"": [[2.3113386434095675, 48.89448554370774], [2.311154039630446, 48.89446977801349], [2.3093807592319493, 48.89403246629599], [2.3082209779183964, 48.893247298203256], [2.3081369144881303, 48.89316670062653], [2.30806480423775, 48.89308878908957], [2.3086686049290854, 48.892527553769575], [2.3092391104372267, 48.89258444589585]], ""type"": ""LineString""}";4493;D;750001537;;48.89361201549741, 2.309340283659209
750003562;75056;RUE;;ERCKMANN-CHATRIAN;R. Erckmann-Chatrian;Rue Erckmann-Chatrian;750563317;O;O;3346;"{""coordinates"": [[2.352091358215237, 48.8859301699077], [2.3519467007749104, 48.8863528352187], [2.351948318721085, 48.886405823326115]], ""type"": ""LineString""}";4558;P;750001537;;48.886166731032965, 2.3520114427367056
750003646;75056;RUE;DU;DOCTEUR LABBE;R. du Docteur Labbé;Rue du Docteur Labbé;750562844;O;O;2866;"{""coordinates"": [[2.40888937202105, 48.86980156881033], [2.4108071336230306, 48.86987055133452]], ""type"": ""LineString""}";4579;P;750001537;;48.86983606007243, 2.40984825282204
750000879;75056;AV;DU;RANELAGH;Av. du Ranelagh;Avenue du Ranelagh;750568028;O;O;8041;"{""coordinates"": [[2.27032000002308, 48.858363979546276], [2.267545555386956, 48.8585004602201]], ""type"": ""LineString""}";4599;P;750001537;;48.858432219883184, 2.268932777705018
750000399;75056;ALL;DES;POTEAUX;All. des Poteaux;Allée des Poteaux;75056R158;O;O;Z158;"{""coordinates"": [[2.2738723854406664, 48.87217787771332], [2.2735930314681734, 48.87222309264479], [2.272330527676866, 48.8722464427768], [2.2709351956838457, 48.87214576016048], [2.270859742884432, 48.87213345617048], [2.2706719775492106, 48.87212211366421], [2.270147564313113, 48.872077412389885], [2.2695875777479775, 48.871988306832094], [2.2691542412470094, 48.87190840787154], [2.268718949270643, 48.87181154268854], [2.268153122666993, 48.87166105920277], [2.268036389672436, 48.87162253686153]], ""type"": ""LineString""}";4627;P;750001537;;48.87207625908533, 2.270938091173956
750002786;75056;BD;DE;REUILLY;Bd. de Reuilly;Boulevard de Reuilly;750568174;O;O;8158;"{""coordinates"": [[[2.389550376211837, 48.83869256612258], [2.3896237702381136, 48.83874272934219], [2.3900825100997882, 48.8389395113356], [2.3901179593196336, 48.83900955451602], [2.390249018931796, 48.839070938573414]], [[2.3892647792580863, 48.838990110238356], [2.3898420572827277, 48.8390446975801], [2.390249018931796, 48.839070938573414], [2.39193342340981, 48.83919594415766], [2.3939195636624633, 48.8393764887788], [2.3942879421202763, 48.83940996721638], [2.3946389267556687, 48.839404342204226], [2.3950945223043987, 48.839464448894596], [2.3951534316829295, 48.839538773187655], [2.3949449454521536, 48.83955987008967], [2.394664934290805, 48.83947960645018], [2.3942879421202763, 48.83940996721638]], [[2.3969234700520023, 48.83956813451153], [2.39766421241942, 48.83959498927411], [2.3995525139832106, 48.83963762407575], [2.3996761518520464, 48.83961933106669], [2.399895184203921, 48.83962288534154], [2.400004304336645, 48.83964782337334]], [[2.3995525139832106, 48.83963762407575], [2.399871266616749, 48.83977250887934], [2.400053686703539, 48.83984970767172], [2.3999788742965316, 48.83974658950147], [2.400004304336645, 48.83964782337334], [2.4002826802421358, 48.839636529346336]]], ""type"": ""MultiLineString""}";4640;P;750001537;;48.83936834868143, 2.3945776873667377
750004307;75056;RUE;;SURCOUF;R. Surcouf;Rue Surcouf;750569127;O;O;8740;"{""coordinates"": [[2.309218388867234, 48.86255079922386], [2.309232947840383, 48.862376975840924], [2.309339725875373, 48.86175128416775], [2.309442301639666, 48.86113701655832], [2.309591099614611, 48.86019433794277], [2.309636397309144, 48.85989777697542]], ""type"": ""LineString""}";4656;P;750001537;;48.861224157541876, 2.30942507031423
