N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750005980;75056;RUE;;BRISEMICHE;R. Brisemiche;Rue Brisemiche;750561307;O;O;1307;"{""coordinates"": [[2.351400676050043, 48.85904890402949], [2.351769876900968, 48.85951069672402], [2.3519146561347584, 48.8596421382774], [2.352021123374474, 48.859725230060505]], ""type"": ""LineString""}";2150;P;750001537;;48.859401891526886, 2.3516958454654664
750003899;75056;BD;;CARNOT;Bd. Carnot;Boulevard Carnot;750561557;O;O;1547;"{""coordinates"": [[2.413932389451687, 48.84659042092752], [2.4137110821926844, 48.8464484798139], [2.413545057294576, 48.84632606443959], [2.4133129244673137, 48.845168104609435], [2.4131189784622085, 48.84423429699702], [2.4130375657889305, 48.844053792587744], [2.412948744797335, 48.84335159813056], [2.4132057260578987, 48.841498834073505], [2.41310842826729, 48.841389903185366]], ""type"": ""LineString""}";2180;P;750001537;;48.844069864496916, 2.4132237064050304
750001957;75056;BD;D';AURELLE DE PALADINES;Bd. d'Aurelle de Paladines;Boulevard d'Aurelle de Paladines;750560580;O;O;0553;"{""coordinates"": [[2.2838988324626386, 48.88125116701583], [2.2836301920132973, 48.8815723591494], [2.2833705767785166, 48.881898398097675], [2.283112034855602, 48.88219774151338], [2.282971262658656, 48.882353706916504], [2.2829288704063653, 48.88240006565693], [2.2827570703420172, 48.88258803221083], [2.2821231451340918, 48.88333818266476], [2.281914637003842, 48.88356517480868], [2.2818631777314575, 48.883621191580346]], ""type"": ""LineString""}";2202;P;750001537;;48.882442989763135, 2.282888940793869
750005832;75056;RUE;;HEROLD;R. Hérold;Rue Hérold;750564619;O;O;4544;"{""coordinates"": [[2.3408431965821754, 48.86455818107907], [2.340894321868029, 48.864583446472274], [2.3412112457778393, 48.86473810715632], [2.3414037140381923, 48.86483685336093], [2.3416141713002863, 48.86493278432533], [2.3419353172300803, 48.86509131544318], [2.3424244175503537, 48.865355866040844], [2.342546200003411, 48.8654219444486]], ""type"": ""LineString""}";2217;P;750001537;;48.86498210311351, 2.341698780413366
750005188;75056;CITE;;HIVER;Cité Hiver;Cité Hiver;750564642;O;O;4559;"{""coordinates"": [[2.376775190673247, 48.87967701469599], [2.377011694607488, 48.879878823232715], [2.377120456637621, 48.87992389699725]], ""type"": ""LineString""}";2229;V;750001537;;48.87981182419096, 2.376940859246179
750001919;75056;RUE;;BERTON;R. Berton;Rue Berton;750560922;O;O;0926;"{""coordinates"": [[2.2818917442241866, 48.85558442855304], [2.281801033647864, 48.85561372486594], [2.281375511409044, 48.85529598071948], [2.2811984539099974, 48.855208210017075], [2.2808136569774677, 48.85503005511803], [2.280554027674667, 48.8549380187962], [2.279709498732186, 48.854772042578716], [2.279185418131226, 48.85458929347124], [2.279027399863636, 48.85449508681422]], ""type"": ""LineString""}";2277;P;750001537;;48.855002678958336, 2.2804902446550894
750006279;75056;RUE;;BERZELIUS;R. Berzélius;Rue Berzélius;750560930;O;O;0933;"{""coordinates"": [[2.3179200220637974, 48.89187647101624], [2.3198411078358756, 48.89449744454263], [2.319847905576944, 48.894554455285345], [2.320479382036782, 48.895348329191236]], ""type"": ""LineString""}";2281;P;750001537;;48.893618923407324, 2.3191945563087066
750006473;75056;PAS;DE L';ASILE;Pas. de l'Asile;Passage de l'Asile;750560495;O;O;0462;"{""coordinates"": [[2.375723072313744, 48.85977078502796], [2.3755217407329763, 48.859736773530095], [2.3752195430750183, 48.859683744558446], [2.3747254043460377, 48.85956168549345]], ""type"": ""LineString""}";2288;P;750001537;;48.859675285225265, 2.3752223487401674
750002916;75056;RUE;;PIRANDELLO;R. Pirandello;Rue Pirandello;750567495;O;O;7453;"{""coordinates"": [[2.3577479531110592, 48.83724333003372], [2.3562381745122836, 48.83665601291376], [2.355098733219788, 48.83621476117742], [2.3550324136953398, 48.836241024866], [2.35485873971249, 48.83630229750636]], ""type"": ""LineString""}";2304;P;750001537;;48.83668985441183, 2.3563043853926224
750007994;75056;PL;DE L';HOTEL DE VILLE - ESPLANADE DE LA LIBERATION;Pl. de l'Hotel de Ville - Esplanade de la Libération;Place de l'Hotel de Ville - Esplanade de la Libération;750564664;O;O;4576;"{""coordinates"": [[2.3507539288774053, 48.85604037896739], [2.3507408215230643, 48.85619428585332], [2.351059889987429, 48.85681186546398], [2.3514428351329717, 48.85748738446573]], ""type"": ""LineString""}";2314;P;750001537;;48.85677517946533, 2.351053439791592
750005759;75056;RUE;DE L';HOTEL SAINT-PAUL;R. de l'Hôtel Saint-Paul;Rue de l'Hôtel Saint-Paul;750564670;O;O;4585;"{""coordinates"": [[2.363293613397313, 48.85382092393905], [2.3633463848664746, 48.85387544467458], [2.363494724718251, 48.85403112030548], [2.363659164003323, 48.854195470157215], [2.363740156802034, 48.85427602412678]], ""type"": ""LineString""}";2318;P;750001537;;48.85404972213817, 2.363515612165574
750003912;75056;RUE;;BOUCRY;R. Boucry;Rue Boucry;750561139;O;O;1146;"{""coordinates"": [[2.363395929536587, 48.8932517016165], [2.362948794568299, 48.89346886581463], [2.3617506921758316, 48.89407543565712], [2.3605942954211545, 48.89466443647079], [2.359604624266507, 48.89516835172786]], ""type"": ""LineString""}";2332;P;750001537;;48.894205691813156, 2.3614981142815554
750006462;75056;RUE;DU;BUISSON SAINT-LOUIS;R. du Buisson Saint-Louis;Rue du Buisson Saint-Louis;750561379;O;O;1374;"{""coordinates"": [[2.3719723428705817, 48.87178210633002], [2.3728604043340664, 48.87203874765545], [2.373426099127191, 48.87233280742006], [2.3738073995202478, 48.87252773736744], [2.374455214003331, 48.87287221573181], [2.374592478714691, 48.87304348302882], [2.374741782220269, 48.87324432921591], [2.375010363915862, 48.873617085412675]], ""type"": ""LineString""}";2335;P;750001537;;48.872516634046406, 2.3736185477364176
750003944;75056;IMP;DU;BUREAU;Imp. du Bureau;Impasse du Bureau;750561387;O;O;1381;"{""coordinates"": [[2.394201771774295, 48.85334616157385], [2.394694060640579, 48.8525738896925], [2.394803880033102, 48.852580641729205]], ""type"": ""LineString""}";2338;P;750001537;;48.852918973444304, 2.3944802051965945
750004972;75056;RUE;DE;CHANTILLY;R. de Chantilly;Rue de Chantilly;750561756;O;O;1759;"{""coordinates"": [[2.346834620840123, 48.87788307372433], [2.3469471576027408, 48.87811948413264], [2.347279732309699, 48.87901557741998]], ""type"": ""LineString""}";2405;P;750001537;;48.87844577047204, 2.3470655891230106
750003921;75056;RUE;;BOUTIN;R. Boutin;Rue Boutin;750561227;O;O;1235;"{""coordinates"": [[2.3425770135150663, 48.828279204734194], [2.3424183314386293, 48.82829758794846], [2.341826835649577, 48.82833246766587], [2.34159119388404, 48.82834508393216]], ""type"": ""LineString""}";2408;P;750001537;;48.82831639369541, 2.3420844597496133
750003923;75056;AV;;BOUTROUX;Av. Boutroux;Avenue Boutroux;750561231;O;O;1238;"{""coordinates"": [[2.3778988687920792, 48.822856604619865], [2.377167513637558, 48.8226597465377], [2.3765477234737706, 48.82250087969426], [2.375823340872282, 48.82232883644808], [2.37493356889954, 48.822090018016844], [2.37362171607374, 48.82177741922156], [2.3724657153022255, 48.821517266126584]], ""type"": ""LineString""}";2410;P;750001537;;48.82216797818303, 2.375186955572563
750002035;75056;RUE;D';ALENCON;R. d'Alençon;Rue d'Alençon;750560141;O;O;0167;"{""coordinates"": [[2.321325404935276, 48.8447352688823], [2.3202375133982263, 48.84415222226751]], ""type"": ""LineString""}";2418;P;750001537;;48.84444374557491, 2.320781459166751
750003910;75056;RUE;;BOTHA;R. Botha;Rue Botha;750561125;O;O;1132;"{""coordinates"": [[[2.387172522892885, 48.871529838125646], [2.387152960975495, 48.87147986979645], [2.387167619712954, 48.87134750863423]], [[2.387172522892885, 48.871529838125646], [2.38738196957865, 48.87143476226399]], [[2.3871552109962133, 48.871594537645144], [2.387172522892885, 48.871529838125646]]], ""type"": ""MultiLineString""}";2446;P;750001537;;48.87147697558369, 2.3872166597669837
750005261;75056;VLA;D';HAUTERIVE;Vla. d'Hauterive;Villa d'Hauterive;750564492;O;O;4441;"{""coordinates"": [[2.3917411225346212, 48.881127343796194], [2.3911245814003395, 48.881523052556496]], ""type"": ""LineString""}";2467;O;750001537;;48.88132519817634, 2.3914328519674806
750007164;75056;RUE;DES;BERGES HENNEQUINES;R. des Berges Hennequines;Rue des Berges Hennequines;750560869;O;O;0887;"{""coordinates"": [[2.3381960662318613, 48.82521454648676], [2.337358714205403, 48.82531582028662], [2.3373739953720256, 48.825387765241466]], ""type"": ""LineString""}";2511;O;750001537;;48.825272130044105, 2.337744422399154
750003968;75056;RUE;;BERNARD LECACHE;R. Bernard Lecache;Rue Bernard Lecache;750560897;O;O;0903;"{""coordinates"": [[2.4149706168661433, 48.84516515136002], [2.4149732554748153, 48.84528333048784], [2.415186087935399, 48.846248361990206], [2.4152355291818193, 48.84631963463092]], ""type"": ""LineString""}";2564;P;750001537;;48.845749858037486, 2.4150785317594456
750004134;75056;RUE;DE L';ABBE PATUREAU;R. de l'Abbé Patureau;Rue de l'Abbé Patureau;750560014;O;O;0012;"{""coordinates"": [[[2.3414382790165864, 48.8887677204511], [2.341812395098888, 48.889309975475186], [2.341955530896941, 48.88951452233298], [2.34194836316853, 48.88952593135328], [2.3419017082457567, 48.88953992025909], [2.341994280531027, 48.889668510902865], [2.3419814019188903, 48.88975950579629]], [[2.341955530896941, 48.88951452233298], [2.341969595862945, 48.88952174027011], [2.342023681097346, 48.88951333201159], [2.3421397977113547, 48.889672835819056], [2.3421430064287616, 48.88976536702429]]], ""type"": ""MultiLineString""}";2580;P;750001537;;48.88934333098615, 2.341834951792672
750002083;75056;RUE;DE L';ABBE ROUSSELOT;R. de l'Abbé Rousselot;Rue de l'Abbé Rousselot;750560016;O;O;0014;"{""coordinates"": [[2.3013648527763007, 48.88882710176251], [2.3011986605825845, 48.88896949413882], [2.300716686785486, 48.88940297213949], [2.300152939317006, 48.88992410441795]], ""type"": ""LineString""}";2582;P;750001537;;48.88937183458736, 2.300755518020863
750006107;75056;VLA;;JEAN-BAPTISTE LUQUET;Vla. Jean-Baptiste Luquet;Villa Jean-Baptiste Luquet;750564852;O;O;4776;"{""coordinates"": [[2.2879228356445127, 48.8466465929893], [2.2879255299302574, 48.84653417933633], [2.287361709128841, 48.845895375175864]], ""type"": ""LineString""}";2604;P;750001537;;48.8462585683437, 2.2876763295371747
750001418;75056;RUE;;HENRI BARBOUX;R. Henri Barboux;Rue Henri Barboux;750564533;O;O;4480;"{""coordinates"": [[2.3266296075497093, 48.82300321138304], [2.3266114909396904, 48.82279871609884], [2.326626842177866, 48.82268369078786], [2.326698448664214, 48.82214338606381], [2.3267434620101226, 48.82183236358593], [2.3266985560449176, 48.821740598664945]], ""type"": ""LineString""}";2618;P;750001537;;48.82236696671539, 2.326670908279434
750004269;75056;RUE;;VAVIN;R. Vavin;Rue Vavin;750569634;O;O;9679;"{""coordinates"": [[2.332402076705647, 48.84485930791081], [2.330606838472715, 48.843983351612486], [2.330106976581353, 48.843643382192795], [2.32936192728295, 48.84312841403712], [2.329190016688243, 48.84299982140095], [2.3284019953479116, 48.84243948476016]], ""type"": ""LineString""}";2621;P;750001537;;48.84372996064454, 2.3303541737801154
750006314;75056;RUE;DE LA;VEGA;R. de la Véga;Rue de la Véga;750569639;O;O;9681;"{""coordinates"": [[2.4040614295421485, 48.83647117997809], [2.4053312974863066, 48.83802922321488], [2.4053245661558793, 48.83808542681735], [2.405298608437558, 48.83820154021585], [2.4049002916262863, 48.838652000849564], [2.404798056621683, 48.83917307644872], [2.404750791028729, 48.839825794796866], [2.4047593107877074, 48.840056873758506]], ""type"": ""LineString""}";2622;P;750001537;;48.8381628607408, 2.404814627073103
750006033;75056;PAS;;BEN-AIAD;Pas. Ben-Aïad;Passage Ben-Aïad;750560855;O;O;0849;"{""coordinates"": [[2.3459684259438234, 48.865651743984834], [2.345977696880442, 48.865684207019164], [2.346051082874794, 48.865926927343175], [2.3460673113889845, 48.865980688873066], [2.3460834009752327, 48.86603248906879], [2.3462147457380484, 48.86646241849866], [2.3462292095705615, 48.86651018071021]], ""type"": ""LineString""}";2660;V;750001537;;48.866081099885875, 2.3460983569709457
750003210;75056;RUE;;LEON FROT;R. Léon Frot;Rue Léon Frot;750565554;O;O;5486;"{""coordinates"": [[2.3884463059074217, 48.85285253101212], [2.3884967453090837, 48.85300340308578], [2.3882262294459746, 48.853376635798554], [2.387984744341384, 48.85376793134124], [2.387458471746065, 48.85473426089392], [2.387134112377537, 48.855119644005], [2.387050533334703, 48.85517582993206], [2.3867020936885837, 48.85550959167867], [2.3864528162992538, 48.85575987963837], [2.386244366893461, 48.85596293581695], [2.385895422104081, 48.856309759972056], [2.385587462294996, 48.8566190568257], [2.3851398105428054, 48.857077430502564], [2.3846140003551106, 48.857622259417845], [2.3836684875561227, 48.85853173251486]], ""type"": ""LineString""}";2676;P;750001537;;48.85581756206028, 2.386272903323337
750006650;75056;PER;DE;CHARTRES;Pér. de Chartres;Péristyle de Chartres;750561899;O;O;1899;"{""coordinates"": [[2.336258222022922, 48.86378525013366], [2.336633163065193, 48.863699543730604]], ""type"": ""LineString""}";2829;V;750001537;;48.86374239693213, 2.3364456925440575
750004932;75056;RUE;;COETLOGON;R. Coëtlogon;Rue Coëtlogon;750562171;O;O;2174;"{""coordinates"": [[2.329753018911203, 48.850092391383626], [2.3288464745069835, 48.85002833861289], [2.328052747939357, 48.849937374243865]], ""type"": ""LineString""}";2712;P;750001537;;48.850024104329904, 2.3289020296443934
750004829;75056;RUE;;DUPIN;R. Dupin;Rue Dupin;750563001;O;O;3030;"{""coordinates"": [[2.3245967138571415, 48.85041824613011], [2.3246835205961554, 48.850351095343875], [2.3258522455310673, 48.84922936817664]], ""type"": ""LineString""}";2714;P;750001537;;48.84982794879912, 2.325228051441874
750007104;75056;SQ;;AMICIE LEBAUDY;Sq. Amicie Lebaudy;Square Amicie Lebaudy;750560275;O;O;B141;"{""coordinates"": [[2.40335109550231, 48.868900150830086], [2.402441194148865, 48.868618741801924]], ""type"": ""LineString""}";2741;V;750001537;;48.868759446316005, 2.402896144825587
750003858;75056;RUE;;CHARCOT;R. Charcot;Rue Charcot;750561786;O;O;1790;"{""coordinates"": [[2.3729139039163303, 48.83170788133976], [2.3718910824378936, 48.831141127670925], [2.3704304802476233, 48.83034004156371], [2.3694153460073024, 48.829771732314164], [2.369217021212608, 48.82974117810064]], ""type"": ""LineString""}";2771;P;750001537;;48.830694312357004, 2.3710754628960107
750000243;75056;ALL;DU;CAPITAINE DRONNE;All. du Capitaine Dronne;Allée du Capitaine Dronne;750561499;O;O;1494;"{""coordinates"": [[2.318169165721043, 48.83923312153438], [2.3174084057847133, 48.83964960624677], [2.318828089955529, 48.84088235876399], [2.3196224834105115, 48.84045542622492]], ""type"": ""LineString""}";2790;P;750001537;;48.84016957373111, 2.3183135255445113
750006489;75056;PL;;SAINT-THOMAS D'AQUIN;Pl. Saint-Thomas d'Aquin;Place Saint-Thomas d'Aquin;750568774;O;O;8995;"{""coordinates"": [[2.3273760912105397, 48.85599474011555], [2.3274937499775215, 48.85610260442437], [2.327232926277908, 48.856207208078544], [2.3271753655936536, 48.85616110732889], [2.327243029187769, 48.85603698120624], [2.3273760912105397, 48.85599474011555]], ""type"": ""LineString""}";2815;P;750001537;;48.85610196337412, 2.327326106441032
750005907;75056;GAL;DE;CHARTRES;Gal. de Chartres;Galerie de Chartres;750561898;O;O;1898;"{""coordinates"": [[2.336437595355216, 48.863326129879525], [2.336633163065193, 48.863699543730604], [2.336744702136887, 48.86392049289599]], ""type"": ""LineString""}";2828;V;750001537;;48.86362277810979, 2.336592185773427
750003370;75056;PL;;HEBERT;Pl. Hébert;Place Hébert;750564512;O;O;4461;"{""coordinates"": [[2.363500448133044, 48.89307065745076], [2.363630593430263, 48.89311724145287], [2.363657608782466, 48.893165489657584], [2.3636488466049395, 48.89321954620366], [2.3636005025352502, 48.8932625915635], [2.3634966227553886, 48.89326977361434], [2.363395929536587, 48.8932517016165], [2.363359352666818, 48.89318344660531], [2.363405072648497, 48.89310850648266], [2.363500448133044, 48.89307065745076]], ""type"": ""LineString""}";2841;P;750001537;;48.893178076842105, 2.363510650204442
750004968;75056;ARC;DES;CHAMPS ELYSEES;Arc. des Champs Elysées;Arcades des Champs Elysées;750561732;O;O;1735;"{""coordinates"": [[2.304943227791548, 48.872157351319956], [2.3040456203778166, 48.870922301276686]], ""type"": ""LineString""}";2884;V;750001537;;48.87153982629832, 2.304494424084682
750006549;75056;RUE;;CORNEILLE;R. Corneille;Rue Corneille;750562339;O;O;2337;"{""coordinates"": [[2.3390138337241067, 48.84980622040462], [2.3390365456603326, 48.84921571040134], [2.339004840292598, 48.849176593024524]], ""type"": ""LineString""}";2909;P;750001537;;48.84948624725067, 2.3390248366246484
750000255;75056;ALL;;LE GRAMAT;All. Le Gramat;Allée Le Gramat;750565482;O;O;5418;"{""coordinates"": [[2.2781311204109382, 48.84299037721403], [2.2789413887468233, 48.84265801825108], [2.278793685680485, 48.84249060057364], [2.2794664722904643, 48.84222234355947]], ""type"": ""LineString""}";2926;V;750001537;;48.84260780268479, 2.2788127069200304
750004070;75056;RUE;D';AIX;R. d'Aix;Rue d'Aix;750560106;O;O;0119;"{""coordinates"": [[2.370062415669748, 48.8696979988026], [2.369139686607714, 48.87096424598436]], ""type"": ""LineString""}";2950;P;750001537;;48.87033112239348, 2.369601051138731
750007103;75056;ALL;;ALQUIER-DEBROUSSE;All. Alquier-Debrousse;Allée Alquier-Debrousse;750560248;O;O;0252;"{""coordinates"": [[2.4064541297515243, 48.861118638290776], [2.40657089651221, 48.861160964849375], [2.409235866088147, 48.86137952388446]], ""type"": ""LineString""}";2972;V;750001537;;48.86126445433585, 2.407841644124181
750006278;75056;RUE;DES;CAMELIAS;R. des Camélias;Rue des Camélias;750561456;O;O;1447;"{""coordinates"": [[2.3084528744348902, 48.8291595556532], [2.308495564262844, 48.829084749439026], [2.3087126605357278, 48.828898844017615]], ""type"": ""LineString""}";2977;P;750001537;;48.82902198259112, 2.3085740336972727
750001686;75056;RUE;DU;DOCTEUR FINLAY;R. du Docteur Finlay;Rue du Docteur Finlay;750562830;O;O;2850;"{""coordinates"": [[2.2865421076578287, 48.85289181877854], [2.287234736610062, 48.85265238190397], [2.2873788671149184, 48.85258485301081], [2.2888374096518573, 48.85208195648297], [2.2899390127191652, 48.85167743700042], [2.292142938511059, 48.85087581844424]], ""type"": ""LineString""}";2987;P;750001537;;48.851889318418735, 2.2893441831055394
750006254;75056;PL;DU;DOCTEUR HAYEM;Pl. du Docteur Hayem;Place du Docteur Hayem;750562838;O;O;2860;"{""coordinates"": [[[2.276008640927919, 48.852589577111864], [2.275780377621436, 48.8527485429461]], [[2.2760853371775025, 48.85267620902796], [2.2759223101583275, 48.85276673264244], [2.275780377621436, 48.8527485429461], [2.2758276191085423, 48.85296781446964]]], ""type"": ""MultiLineString""}";2991;P;750001537;;48.85274702334428, 2.27588718466972
750001741;75056;SQ;;CLAUDE DEBUSSY;Sq. Claude Debussy;Square Claude Debussy;750562074;O;O;2083;"{""coordinates"": [[2.314074331485281, 48.88406134806178], [2.3131518158892757, 48.88474390468218]], ""type"": ""LineString""}";2997;O;750001537;;48.88440262637198, 2.3136130736872786
750003673;75056;RUE;;DARCY;R. Darcy;Rue Darcy;750562567;O;O;2559;"{""coordinates"": [[2.4062173272131835, 48.86965654540742], [2.4046108545778377, 48.87118682413489]], ""type"": ""LineString""}";3018;P;750001537;;48.87042168477116, 2.4054140908955106
750004929;75056;RUE;;CLOTILDE;R. Clotilde;Rue Clotilde;750562145;O;O;2145;"{""coordinates"": [[2.34722461190368, 48.846475980171306], [2.347196200870795, 48.84640413717567], [2.3468358563255527, 48.845533370399494], [2.346841825708254, 48.845398471908595], [2.3466388561871057, 48.84478907180507]], ""type"": ""LineString""}";3023;P;750001537;;48.84563847878329, 2.346912529285197
750001807;75056;PL;;CHOPIN;Pl. Chopin;Place Chopin;750562018;O;O;2009;"{""coordinates"": [[2.2778491030805377, 48.85614411597882], [2.27791720650553, 48.85618066320396], [2.277874797542398, 48.8562127212449], [2.277807253151312, 48.85617713968467], [2.2778491030805377, 48.85614411597882]], ""type"": ""LineString""}";3031;P;750001537;;48.85617859054219, 2.2778621474809455
750001666;75056;RUE;;DEPARCIEUX;R. Deparcieux;Rue Deparcieux;750562704;O;O;2716;"{""coordinates"": [[2.326623186015724, 48.83636036443056], [2.3257416893622755, 48.835399269001634], [2.3257311704374475, 48.835387787695616], [2.3256357179081673, 48.83534598643883], [2.3253011340602745, 48.834974215261745], [2.325317082647055, 48.834946163899495], [2.3253772932333368, 48.83495084747771], [2.325713641049008, 48.83531793367552], [2.3257311704374475, 48.835387787695616]], ""type"": ""LineString""}";3073;P;750001537;;48.83552568794842, 2.325855775370235
750005383;75056;RUE;;DAMPIERRE;R. Dampierre;Rue Dampierre;750562532;O;O;2525;"{""coordinates"": [[[2.383433030814755, 48.893776121294096], [2.383678710515588, 48.89397656690776], [2.384356965972109, 48.894513000297195]], [[2.383433030814755, 48.893776121294096], [2.3833727213237252, 48.89377248328566], [2.3832523918691986, 48.8937281028058], [2.3831937123697724, 48.89369049686411], [2.383287240430743, 48.89369002528776], [2.383402751290897, 48.89373358952381], [2.383433030814755, 48.893776121294096]]], ""type"": ""MultiLineString""}";3116;P;750001537;;48.89401708151647, 2.383715638799763
750006285;75056;RUE;;BALNY D'AVRICOURT;R. Balny d'Avricourt;Rue Balny d'Avricourt;750560648;O;O;0635;"{""coordinates"": [[2.2974525514444117, 48.8826202906729], [2.2965700812805796, 48.88328175919764]], ""type"": ""LineString""}";3125;P;750001537;;48.88295102493527, 2.2970113163624957
750001266;75056;RUE;;JULIA BARTET;R. Julia Bartet;Rue Julia Bartet;750565110;O;O;4976;"{""coordinates"": [[[2.3021457926941475, 48.8250117013052], [2.302118827442518, 48.82498693686621], [2.302076801657306, 48.82495980908999]], [[2.3021457926941475, 48.8250117013052], [2.3021960608237846, 48.82496442635318], [2.3021825777792766, 48.82493579231324]], [[2.304492086551444, 48.82713547858754], [2.3039221303364936, 48.82684047568574], [2.3033887192104845, 48.82651038216453], [2.3027232535198867, 48.826102996944314], [2.302566705003584, 48.82599081269451], [2.302474074297769, 48.82584358344504], [2.3024034904631496, 48.825669357383], [2.3023109062517406, 48.82544137280346], [2.302265888454843, 48.82532633112982], [2.302217364556184, 48.8252035702643], [2.3021817508149836, 48.82510850470242], [2.3021457926941475, 48.8250117013052]]], ""type"": ""MultiLineString""}";3148;P;750001537;;48.82616856472312, 2.3030853897375723
750004574;75056;CITE;DE;LONDRES;Cité de Londres;Cité de Londres;750565740;O;O;5679;"{""coordinates"": [[2.329211670019737, 48.875845466408165], [2.3292018666887526, 48.875870889711514], [2.3291940200733476, 48.875896827607505], [2.32907311508899, 48.87629653509804], [2.329571458151319, 48.87699862458732]], ""type"": ""LineString""}";3158;V;750001537;;48.876443322813294, 2.3292582727323454
750005004;75056;RUE;;BOUDREAU;R. Boudreau;Rue Boudreau;750561145;O;O;1151;"{""coordinates"": [[2.3298474221106336, 48.8721890586302], [2.3297418048273086, 48.872185814215314], [2.329169252953995, 48.872230478731986], [2.3282277396810187, 48.87230144460972]], ""type"": ""LineString""}";3169;P;750001537;;48.87224040953792, 2.329037494162758
750001976;75056;RUE;;BAUSSET;R. Bausset;Rue Bausset;750560744;O;O;0730;"{""coordinates"": [[[2.2983845269919447, 48.83926664151271], [2.2976040427896134, 48.838895423695]], [[2.3003157708702626, 48.84019111057636], [2.299869756957758, 48.83997783261796], [2.2997696249110575, 48.83992420168936], [2.298781075739349, 48.839457240941094]]], ""type"": ""MultiLineString""}";3174;P;750001537;;48.83957273284592, 2.2990254079492805
750005006;75056;IMP;DE LA;BOULE ROUGE;Imp. de la Boule Rouge;Impasse de la Boule Rouge;750561167;O;O;1173;"{""coordinates"": [[2.3438098519540773, 48.87344862261579], [2.3438626479183213, 48.87376957103548]], ""type"": ""LineString""}";3191;V;750001537;;48.87360909682563, 2.3438362499361993
750006232;75056;RUE;DU;GENERAL LARGEAU;R. du Général Largeau;Rue du Général Largeau;750564059;O;O;4034;"{""coordinates"": [[2.267466051711378, 48.8489777993837], [2.2674199145624288, 48.84902588478214], [2.26714617389751, 48.849313129553636]], ""type"": ""LineString""}";3206;P;750001537;;48.8491453975647, 2.2673060428380643
750005413;75056;SQ;D';AQUITAINE;Sq. d'Aquitaine;Square d'Aquitaine;750560400;O;O;0378;"{""coordinates"": [[[2.3954065006129777, 48.88707285674633], [2.395268469381099, 48.88635262054454]], [[2.3954065006129777, 48.88707285674633], [2.396106297132464, 48.887166743176635]], [[2.3954065006129777, 48.88707285674633], [2.3947454204107395, 48.88732526616302]]], ""type"": ""MultiLineString""}";3277;V;750001537;;48.88700688713649, 2.395389053225968
750001631;75056;RUE;;DUMONT D'URVILLE;R. Dumont d'Urville;Rue Dumont d'Urville;750562986;O;O;3015;"{""coordinates"": [[2.292931229017524, 48.868583380862084], [2.2929644370302147, 48.86863366167971], [2.293526064836237, 48.86941310532182], [2.294524235285132, 48.87078351626179], [2.295026416706086, 48.871478125250746], [2.295359272911366, 48.87183391429344]], ""type"": ""LineString""}";3284;P;750001537;;48.87022672992934, 2.2941230997952338
750006601;75056;RUE;DES;DUNES;R. des Dunes;Rue des Dunes;750562988;O;O;3017;"{""coordinates"": [[2.378662671212208, 48.875248461427326], [2.379664891866732, 48.876312965678416]], ""type"": ""LineString""}";3285;P;750001537;;48.87578071355287, 2.3791637815394697
750001721;75056;PAS;DE;DANTZIG;Pas. de Dantzig;Passage de Dantzig;750562553;O;O;2545;"{""coordinates"": [[2.2974534634666104, 48.83231587451256], [2.2974090704784498, 48.83236607773165], [2.2973529938846107, 48.832373455957566], [2.297310934401842, 48.83235867494112], [2.296808942177249, 48.832036239171984], [2.296277267764756, 48.83171713409254]], ""type"": ""LineString""}";3310;P;750001537;;48.83207323975179, 2.2968683620002914
750003844;75056;PAS;;CHAMPIONNET;Pas. Championnet;Passage Championnet;750561722;O;O;1726;"{""coordinates"": [[2.3470816022710257, 48.89573938136616], [2.347059552192961, 48.89563130679962], [2.3474706914870103, 48.89554729397246], [2.347526058816293, 48.89553604838081], [2.3482292544648895, 48.895391381902996]], ""type"": ""LineString""}";3333;P;750001537;;48.89552623657675, 2.3475959150699883
750000395;75056;CHEM;DES;PEPINIERES;Chem. des Pépinières;Chemin des Pépinières;75056R151;O;O;Z151;"{""coordinates"": [[[2.228424083235826, 48.857108792639906], [2.2264061150670615, 48.855501739528385], [2.226213034285884, 48.85531238889734]], [[2.228424083235826, 48.857108792639906], [2.2284683221514445, 48.85707677274816], [2.228617924823854, 48.85707467040349]], [[2.228608670693212, 48.85731031589137], [2.2284249283891224, 48.857156644222684], [2.228424083235826, 48.857108792639906]]], ""type"": ""MultiLineString""}";3366;P;750001537;;48.85635832717489, 2.2274864136248067
750001413;75056;RUE;DU;HAMEAU;R. du Hameau;Rue du Hameau;750564463;O;O;4413;"{""coordinates"": [[2.289715732008016, 48.83569642487968], [2.2890333737183703, 48.83513031582423], [2.2886650736945096, 48.83482341786435], [2.2883051092508517, 48.834587834751744], [2.287929525230411, 48.83433803730449], [2.2879033834430413, 48.83432094643008], [2.2878679933334314, 48.83429772070822], [2.2878415927595164, 48.8342806282787], [2.2873249290153406, 48.8339689840865], [2.2866289109848825, 48.83357232916848], [2.2865345336700584, 48.83349528327842]], ""type"": ""LineString""}";3411;P;750001537;;48.834541705209695, 2.2881628349480723
