L_LONGMIN;Geometry;display;catégorie;;;
Boulevard de Magenta;"{""coordinates"": [[[2.36273580702427, 48.86880347522298], [2.3624570593167507, 48.86902881337752], [2.362330415074003, 48.8692702950348]], [[2.36273580702427, 48.86880347522298], [2.362585930841334, 48.86911100693894], [2.362330415074003, 48.8692702950348]], [[2.36273580702427, 48.86880347522298], [2.3627966705854924, 48.868669078077204], [2.3629015878164656, 48.86863325826423], [2.362908922685699, 48.86872683769844], [2.36273580702427, 48.86880347522298]], [[2.362330415074003, 48.8692702950348], [2.36119941112002, 48.870447651168305], [2.361197930935034, 48.8705272167885]], [[2.362330415074003, 48.8692702950348], [2.3612954837296214, 48.87052869967074], [2.361197930935034, 48.8705272167885], [2.361089050012114, 48.870582349704435], [2.360805396431791, 48.87096947557641]], [[2.361197930935034, 48.8705272167885], [2.3611805364373737, 48.87063383951827], [2.360805396431791, 48.87096947557641], [2.360664669682535, 48.871052182624126], [2.360524929320115, 48.871299923391646]], [[2.360805396431791, 48.87096947557641], [2.3607650175759956, 48.87108926769154], [2.360524929320115, 48.871299923391646], [2.360354701004014, 48.87140023437707], [2.360327360499094, 48.87143735685288], [2.3603437807580163, 48.871490163816375]], [[2.360524929320115, 48.871299923391646], [2.360456590750207, 48.87144835381652], [2.360403397456205, 48.871492487913464], [2.3603437807580163, 48.871490163816375], [2.360239997171805, 48.87154517927313], [2.36004062537819, 48.871840319530314]], [[2.3603437807580163, 48.871490163816375], [2.360325156038929, 48.87160132142387], [2.36004062537819, 48.871840319530314], [2.3599666388133116, 48.87192342748038], [2.359662590887643, 48.87217942568166], [2.3588243712921035, 48.87312514269613], [2.358764996029508, 48.873279141888915]], [[2.3599666388133116, 48.87192342748038], [2.3597711967385386, 48.872222491341915], [2.3589319632121417, 48.87315764542562], [2.358764996029508, 48.873279141888915], [2.3584077535261816, 48.87355691242494], [2.358313557487249, 48.873772751953396]], [[2.358764996029508, 48.873279141888915], [2.358537130615735, 48.87361505543453], [2.358313557487249, 48.873772751953396], [2.35814143564225, 48.87389627035255], [2.3580293263912555, 48.87399236582649], [2.3576355815315564, 48.87454392992423]], [[2.358313557487249, 48.873772751953396], [2.3582346601171666, 48.873945253425084], [2.358153145416051, 48.8740413421584], [2.3576355815315564, 48.87454392992423], [2.3574608314370806, 48.874646964289425], [2.3573806641154422, 48.874734201222324], [2.357362740278403, 48.874854247283196]], [[2.3576355815315564, 48.87454392992423], [2.357528170084322, 48.874704424564214], [2.3574592156196372, 48.87478678437097], [2.357362740278403, 48.874854247283196], [2.35728752939545, 48.8749353323114], [2.3570741096985115, 48.87508595815286], [2.356998272145074, 48.875160312590225], [2.3567209746006696, 48.875546058652496]], [[2.35728752939545, 48.8749353323114], [2.3571889951977583, 48.8751088157028], [2.35710450791272, 48.875204626871025], [2.3567209746006696, 48.875546058652496], [2.3566042621588594, 48.87557059481405], [2.356510896503589, 48.87566976629459], [2.356464641626253, 48.87583036374442]], [[2.3567209746006696, 48.875546058652496], [2.356656845309743, 48.875673590506814], [2.356464641626253, 48.87583036374442], [2.356375193289919, 48.87584527946599], [2.356214732577346, 48.87597197831361], [2.356023577973694, 48.876172724939906], [2.3558237702701708, 48.876382885670544], [2.355883696656089, 48.87649951908579]], [[2.356464641626253, 48.87583036374442], [2.3564487325187353, 48.8759063259952], [2.356077253655283, 48.876341701911244], [2.355883696656089, 48.87649951908579], [2.3558932596727895, 48.87657516860871], [2.3557614177942794, 48.8767148272881], [2.355352356730819, 48.87711332359105], [2.35521169565366, 48.87725035303126]], [[2.355883696656089, 48.87649951908579], [2.3557492125722064, 48.87654085727967], [2.35521169565366, 48.87725035303126], [2.355012012962562, 48.877392568233034], [2.354914880384038, 48.87750474039849], [2.3543074350879087, 48.87822087854458]], [[2.35521169565366, 48.87725035303126], [2.3551092129107154, 48.87742687986863], [2.355008606675421, 48.87753219845564], [2.3543074350879087, 48.87822087854458], [2.354206368194479, 48.87828611962065], [2.354074443104566, 48.87841967834476], [2.3540899523454075, 48.87847744525793]], [[2.3538838932464436, 48.878628536449106], [2.3537970518671862, 48.87874059227641], [2.3537822046420787, 48.87881410455094]], [[2.354093531573522, 48.87870996915782], [2.353998089999142, 48.878726127811646], [2.353870348754735, 48.87880147703537], [2.3537822046420787, 48.87881410455094], [2.3533016057866813, 48.879223817466716]], [[2.3537822046420787, 48.87881410455094], [2.353463552433242, 48.879268768473416], [2.353413449852849, 48.879333007007524]], [[2.3533016057866813, 48.879223817466716], [2.353413449852849, 48.879333007007524]], [[2.3533016057866813, 48.879223817466716], [2.353217381963948, 48.87936207552948], [2.3532017911779906, 48.879456951818845]], [[2.353413449852849, 48.879333007007524], [2.353341648585878, 48.87942508856032], [2.3532017911779906, 48.879456951818845], [2.3531462527568023, 48.87961408888144], [2.3528229179903577, 48.87987085447505]], [[2.3532017911779906, 48.879456951818845], [2.3530468598117333, 48.87956070703052], [2.3528229179903577, 48.87987085447505], [2.3524003635606894, 48.880274941645965], [2.35242463872787, 48.88032287244511]], [[2.3528229179903577, 48.87987085447505], [2.3525095990885436, 48.880319788609334], [2.35242463872787, 48.88032287244511], [2.352379806648775, 48.88045981400694], [2.3522541187794945, 48.88061072538399], [2.3520847535410825, 48.88069053291517]], [[2.352014654397184, 48.880638900614315], [2.352147484712544, 48.88045756777293], [2.3522848788141504, 48.88027320172235]], [[2.3520847535410825, 48.88069053291517], [2.351925737233742, 48.88081636105931], [2.351435501404385, 48.88143116017323]], [[2.3520847535410825, 48.88069053291517], [2.352032463510875, 48.8808503309249], [2.351435501404385, 48.88143116017323], [2.3513242140099444, 48.881497287609115], [2.350813821150246, 48.88204233049589], [2.3508160887280316, 48.882109828557596]], [[2.351435501404385, 48.88143116017323], [2.351416240740173, 48.88154339126602], [2.3509168988120295, 48.88208582342132], [2.3508160887280316, 48.882109828557596], [2.3507061165481793, 48.8821818441433], [2.3497053108118098, 48.88328401831224]], [[2.3508160887280316, 48.882109828557596], [2.3508018195335865, 48.882232815568656], [2.349748226908645, 48.88337663054554]], [[2.3497053108118098, 48.88328401831224], [2.3497300587547576, 48.883334407270375], [2.349748226908645, 48.88337663054554]], [[2.3497053108118098, 48.88328401831224], [2.349598520840944, 48.883397895917014], [2.3494767888959998, 48.883551847294775], [2.3495465036486, 48.8836103497258]], [[2.349748226908645, 48.88337663054554], [2.3495465036486, 48.8836103497258], [2.3495056437787643, 48.883725394782935]]], ""type"": ""MultiLineString""}";true;bataille;;;
Rue Beaunier;"{""coordinates"": [[2.330977412115423, 48.823962943248205], [2.3308826043549327, 48.82398152461108], [2.32845655677254, 48.82444704272468], [2.328305060594727, 48.82447273256386], [2.3281511439080007, 48.824497041555965], [2.325902955047184, 48.824698963610416]], ""type"": ""LineString""}";true;personne;;;
Impasse Nansouty;"{""coordinates"": [[2.3334431813683154, 48.821746286164654], [2.3345582917666676, 48.821706115790285]], ""type"": ""LineString""}";true;personne;;;
Place Louis Armand;"{""coordinates"": [[[2.3738324906261, 48.84560732301242], [2.3737018137861887, 48.84564810838424], [2.373398399773355, 48.8456249889808], [2.373143189481054, 48.84558883786998], [2.3730378781926746, 48.84556785260441], [2.3728444018112813, 48.8455436710477], [2.372729301271779, 48.84554693484988], [2.3726828178999546, 48.84559705517904], [2.3726672798215205, 48.8457151133873]], [[2.3724642497480737, 48.845642369745846], [2.3725799124219207, 48.84550980841657], [2.3727635262810307, 48.845472584475594], [2.3732239503896064, 48.84551769008465], [2.373375739769924, 48.845448137422075], [2.3734197453531167, 48.845359232508194], [2.3729052062571347, 48.84496018024733], [2.372699503696522, 48.84494893007674], [2.3726187078136234, 48.84499583065059], [2.3726040892815914, 48.84508957508021], [2.3725661812235885, 48.84516312367635], [2.372128029022987, 48.84540732111798], [2.3721109624644705, 48.84552207960721], [2.3722033911196387, 48.84561250049461]]], ""type"": ""MultiLineString""}";true;résistant;ingénieur;;
Rue Decrès;"{""coordinates"": [[2.3155270043176066, 48.83341230407235], [2.3144862171057055, 48.83266804743553], [2.3135645088747174, 48.831961132078376]], ""type"": ""LineString""}";true;personne;politique;;
Rue Duroc;"{""coordinates"": [[2.315782064280284, 48.84828185325253], [2.3144801304623974, 48.8479642556716], [2.3133637368404822, 48.8476927308038], [2.3120788635931757, 48.84737943167276]], ""type"": ""LineString""}";true;personne;;;
Avenue Junot;"{""coordinates"": [[[2.3375116188182314, 48.88766989810062], [2.3371844546514, 48.88776749912481], [2.336114670423828, 48.88808662525349], [2.3360226182457664, 48.88811324753093], [2.335830897150084, 48.888175568800165], [2.335661242840249, 48.88827197078183], [2.335576009391809, 48.88837016300773], [2.3355214529412116, 48.8884817634997], [2.335507015460414, 48.888598937598545], [2.335570000550281, 48.88874273870848], [2.33569191493748, 48.88884805178631], [2.335816415924755, 48.88895055519008], [2.3361777963233843, 48.88913194779521], [2.336733508455049, 48.88927564592266], [2.337023296897615, 48.8893197978817], [2.337730388657085, 48.88942856320583], [2.3378109109693024, 48.88943039349849], [2.3378708187593786, 48.889406011312445]], [[2.3369737859770585, 48.889564410170166], [2.337023296897615, 48.8893197978817]]], ""type"": ""MultiLineString""}";true;personne;;;
Square Gouvion-Saint-Cyr;"{""coordinates"": [[2.2866960672610936, 48.882578136874365], [2.2870312112323727, 48.8823166815206]], ""type"": ""LineString""}";true;personne;;;
Rue de Lobau;"{""coordinates"": [[2.3528950939320405, 48.85540422805796], [2.353175154908767, 48.85591594457198], [2.3531917337615185, 48.85594621642832], [2.353242863103479, 48.85603902707275], [2.3537010350587564, 48.85687076729447], [2.3538246793017117, 48.85694781689555]], ""type"": ""LineString""}";true;personne;;;
Pont des Invalides;"{""coordinates"": [[2.3103315330345926, 48.8646079700269], [2.310350259588477, 48.8642725218908], [2.310386300802888, 48.86362687990129], [2.3104190809631215, 48.86303084487268], [2.310432688868391, 48.862783377170885], [2.310414337023899, 48.862583939434515]], ""type"": ""LineString""}";true;batiment;;;
Villa de Cronstadt;"{""coordinates"": [[2.3912097866613236, 48.88076527169516], [2.3904339538129835, 48.881261152418396], [2.390400873461736, 48.88131008727225]], ""type"": ""LineString""}";true;paix;;;
Rue Jacques Baudry;"{""coordinates"": [[2.3056678417034147, 48.83004939796433], [2.304515708739248, 48.82911725310457], [2.3039336851211174, 48.828726621787695], [2.3032614205710797, 48.82845349620517], [2.303045078678449, 48.828372766530634], [2.3029342190617297, 48.82829561926876]], ""type"": ""LineString""}";true;résistant;;;
Rue d'Héliopolis;"{""coordinates"": [[2.294531507486702, 48.88447984618023], [2.293814508606914, 48.88505768621797], [2.2934109863125935, 48.8853828877675], [2.2932976208870537, 48.88546339252664]], ""type"": ""LineString""}";true;bataille;;;
Rue du Général Guillaumat;"{""coordinates"": [[2.294145458225091, 48.82894164650037], [2.2927469608039206, 48.827785272127215]], ""type"": ""LineString""}";true;personne;;;
Rue du Général Langlois;"{""coordinates"": [[2.2783596361925325, 48.863492558966], [2.2791776473712835, 48.8631269642502]], ""type"": ""LineString""}";true;personne;;;
Rue du Général Bertrand;"{""coordinates"": [[2.3127057200717998, 48.84886812362824], [2.3133637368404822, 48.8476927308038], [2.3142425370713524, 48.846091293603045]], ""type"": ""LineString""}";true;personne;;;
Rue Le Brix et Mesmin;"{""coordinates"": [[2.327956112563618, 48.8226440771355], [2.327745457448646, 48.82220786246722]], ""type"": ""LineString""}";true;personne;aviateur;;
Place Denfert-Rochereau;"{""coordinates"": [[[2.3328558108729953, 48.83334457058885], [2.3319110329531525, 48.83368828022561], [2.330925630953141, 48.83407020324924], [2.3308677367246284, 48.83410374071128], [2.33085069616874, 48.834204374964465], [2.330924801514879, 48.834309953001885], [2.3313001598819563, 48.83471643629805]], [[2.333380217580601, 48.83376697937913], [2.3332144295867008, 48.83375460625907], [2.3331105785746464, 48.83363215343782], [2.332862031063625, 48.833487650353305], [2.3328558108729953, 48.83334457058885]], [[2.333380217580601, 48.83376697937913], [2.3332552487489826, 48.83360521437652], [2.3328558108729953, 48.83334457058885]], [[2.333322301621906, 48.83410914613622], [2.3332843043513614, 48.83395374784325], [2.333380217580601, 48.83376697937913]], [[2.333322301621906, 48.83410914613622], [2.332597919964426, 48.834450320909255]], [[2.3323543044595296, 48.83420667975433], [2.332724933962468, 48.83414368751172], [2.3330204813687905, 48.83402551274705], [2.3331506408449547, 48.833941292886706], [2.333380217580601, 48.83376697937913]], [[2.3323543044595296, 48.83420667975433], [2.3325883229252034, 48.834231603290675], [2.332677292505855, 48.83432354775364], [2.332597919964426, 48.834450320909255]], [[2.332254571939901, 48.83437538464334], [2.3323543044595296, 48.83420667975433]], [[2.332254571939901, 48.83437538464334], [2.3313001598819563, 48.83471643629805]], [[2.332597919964426, 48.834450320909255], [2.3331597154958277, 48.834458742648366], [2.3333592162062198, 48.83439289657776], [2.333322301621906, 48.83410914613622]], [[2.332597919964426, 48.834450320909255], [2.3324121687007415, 48.83453177459044], [2.332254571939901, 48.83437538464334]], [[2.3324121687007415, 48.83453177459044], [2.3322296514129826, 48.83492968960737], [2.3320645802359476, 48.83496530034651], [2.331902918814386, 48.83497402073734], [2.331667938599074, 48.834951617750775], [2.331514695457212, 48.83489243720468], [2.3313001598819563, 48.83471643629805]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Cambronne;"{""coordinates"": [[[2.3032516652641912, 48.841832092768776], [2.3042481254723914, 48.84040936274396]], [[2.3018397809395, 48.846488216555606], [2.3018731487307504, 48.84630745917634], [2.3019679221491174, 48.84581406317346], [2.301996535229343, 48.84569116103707], [2.30206019997808, 48.845374605242554], [2.302398559979213, 48.84373146792533], [2.3024293215809695, 48.843592443362155], [2.3025841034073453, 48.84279483398525], [2.302640152478102, 48.84271086304618], [2.302707118079027, 48.84261753933171], [2.303065492729656, 48.842100602760105]], [[2.3016586543999664, 48.84738511131419], [2.301513591348242, 48.8473091496391], [2.301663009620268, 48.846605550171994], [2.3018397809395, 48.846488216555606]], [[2.3016586543999664, 48.84738511131419], [2.3018397809395, 48.846488216555606]], [[2.301600841067819, 48.84767140995477], [2.3016586543999664, 48.84738511131419]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue du Commandant Léandri;"{""coordinates"": [[[2.2922273721757462, 48.838998529056425], [2.29276988849979, 48.83831642577672]], [[2.2923604950917107, 48.839074162327286], [2.2922273721757462, 48.838998529056425]], [[2.292098964931761, 48.83919367024573], [2.2921899739024463, 48.839045551739666], [2.2922273721757462, 48.838998529056425]]], ""type"": ""MultiLineString""}";true;personne;;;
Place Claude Bourdet;"{""coordinates"": [[2.347190690494739, 48.832826271490504], [2.347099295443175, 48.83287176643882], [2.346965132959904, 48.8328284307994]], ""type"": ""LineString""}";true;résistant;politique;;
Rue du Capitaine Lagache;"{""coordinates"": [[2.326164111555981, 48.89193245383685], [2.324970711229326, 48.89231713655686], [2.3248640506310583, 48.89236282349213], [2.3247873994004706, 48.89244077644128]], ""type"": ""LineString""}";true;personne;;;
Rue Allent;"{""coordinates"": [[2.330986621686404, 48.85814351508906], [2.33078526192466, 48.85785334641561], [2.3305916193709115, 48.85758434627442], [2.3305633807615562, 48.85756085910027]], ""type"": ""LineString""}";true;personne;politique;;
Passage Rochebrune;"{""coordinates"": [[2.380321760375087, 48.86144967976968], [2.3798068864960618, 48.86197586315098], [2.3796591303733123, 48.86216814157819]], ""type"": ""LineString""}";true;personne;;;
Place de l'Adjudant Vincenot;"{""coordinates"": [[2.4088155047996436, 48.87056959588464], [2.4081975319575015, 48.87053305985142], [2.4080495045467374, 48.870509205979985], [2.408337602844274, 48.870664497601744], [2.40863582992055, 48.87080797631858], [2.4088103331491966, 48.87087151295478]], ""type"": ""LineString""}";true;personne;dirigeable république;;
Rue de Plélo;"{""coordinates"": [[2.288563893999551, 48.84080130532554], [2.287880370585354, 48.840528902114045], [2.2873850621410265, 48.840327965050754], [2.2864683033192645, 48.83994806511314]], ""type"": ""LineString""}";true;personne;diplomatie;;
Rue du Lieutenant Chauré;"{""coordinates"": [[2.407832057734606, 48.86738911565983], [2.406348964828402, 48.86747222410685], [2.4057091596567477, 48.86750182983462]], ""type"": ""LineString""}";true;personne;dirigeable république;;
Rue du Général Renault;"{""coordinates"": [[2.3778247260431926, 48.86114611855488], [2.3785780223200326, 48.861469938529915]], ""type"": ""LineString""}";true;personne;;;
Rue de l'Amiral la Roncière Le Noury;"{""coordinates"": [[[2.408032173637616, 48.836400807916256], [2.4088586757029877, 48.836101252639956], [2.4090025053968116, 48.836089021548034]], [[2.408032173637616, 48.836400807916256], [2.4078883294236304, 48.8364058248844], [2.407785488425091, 48.83648321853342], [2.4079422381680993, 48.83645631213099], [2.408032173637616, 48.836400807916256]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue du Général Aubé;"{""coordinates"": [[2.273235928975816, 48.856185706923675], [2.2730243677422868, 48.8562946292947], [2.272851769555751, 48.85636173402476], [2.272727987374659, 48.85641545595433], [2.2725934042472042, 48.85648426629932], [2.2725029287661362, 48.85656065644752], [2.2720718327716884, 48.85670582643796]], ""type"": ""LineString""}";true;personne;;;
Square Moncey;"{""coordinates"": [[[2.330644729128193, 48.880078163134], [2.3304854269708053, 48.88060520834651], [2.330084558926692, 48.88055600266555]], [[2.3304854269708053, 48.88060520834651], [2.330862710008672, 48.88065623241363]], [[2.3304854269708053, 48.88060520834651], [2.3304177941816286, 48.8808289890052]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue Reille;"{""coordinates"": [[[2.330855397835014, 48.82363493135404], [2.3319807491038085, 48.82376195587322], [2.332859177393153, 48.82386000849141], [2.336056286312896, 48.82421735359], [2.3372383188997445, 48.82435879933249], [2.3372409032598616, 48.82435908346912], [2.3372818590764344, 48.82436354652011], [2.3373278747769146, 48.82436856822963], [2.3373423745537583, 48.8243701505409], [2.337403678974918, 48.82437683984642], [2.337457475026248, 48.824382714055915], [2.3374921874347767, 48.8243865038848], [2.3374943634275764, 48.82438676776596], [2.3383204913411433, 48.82447966967056], [2.3399250262521267, 48.824640855720276], [2.339999937332529, 48.824726197451504], [2.341371404921018, 48.82607856174901], [2.3414972795708335, 48.82612603151706], [2.3416772995594552, 48.826239291833126], [2.34174892226025, 48.8262769382651]], [[2.3416658638931525, 48.826391970001325], [2.3414156428462145, 48.82616084652559], [2.341371404921018, 48.82607856174901]]], ""type"": ""MultiLineString""}";true;personne;;;
